T/s	S(T)/ms-2
27.97	0.212280288
27.98	0.212280288
27.99	0.212280288
28	0.212280288
28.01	0.212280288
28.02	0.212280288
28.03	0.212280288
28.04	0.212280288
28.05	0.212280288
28.06	0.212280288
28.07	0.212280288
28.08	0.212280288
28.09	0.212280288
28.1	0.212280288
28.11	0.212280288
28.12	0.212280288
28.13	0.212280288
28.14	0.212280288
28.15	0.212280288
28.16	0.212280288
28.17	0.212280288
28.18	0.212280288
28.19	0.212280288
28.2	0.212280288
28.21	0.212280288
28.22	0.212280288
28.23	0.212280288
28.24	0.212280288
28.25	0.212280288
28.26	0.212280288
28.27	0.212280288
28.28	0.212280288
28.29	0.212280288
28.3	0.212280288
28.31	0.212280288
28.32	0.212280288
28.33	0.212280288
28.34	0.212280288
28.35	0.212280288
28.36	0.212280288
28.37	0.212280288
28.38	0.212280288
28.39	0.212280288
28.4	0.212280288
28.41	0.212280288
28.42	0.212280288
28.43	0.212280288
28.44	0.212280288
28.45	0.212280288
28.46	0.212280288
28.47	0.212280288
28.48	0.212280288
28.49	0.212280288
28.5	0.212280288
28.51	0.212280288
28.52	0.212280288
28.53	0.212280288
28.54	0.212280288
28.55	0.212280288
28.56	0.212280288
28.57	0.212280288
28.58	0.212280288
28.59	0.212280288
28.6	0.212280288
28.61	0.212280288
28.62	0.212280288
28.63	0.212280288
28.64	0.212280288
28.65	0.212280288
28.66	0.212280288
28.67	0.212280288
28.68	0.212280288
28.69	0.212280288
28.7	0.212280288
28.71	0.212280288
28.72	0.212280288
28.73	0.212280288
28.74	0.212280288
28.75	0.212280288
28.76	0.212280288
28.77	0.212280288
28.78	0.212280288
28.79	0.212280288
28.8	0.212280288
28.81	0.212280288
28.82	0.212280288
28.83	0.212280288
28.84	0.212280288
28.85	0.212280288
28.86	0.212280288
28.87	0.212280288
28.88	0.212280288
28.89	0.212280288
28.9	0.212280288
28.91	0.212280288
28.92	0.212280288
28.93	0.212280288
28.94	0.212280288
28.95	0.212280288
28.96	0.212280288
28.97	0.212280288
28.98	0.212280288
28.99	0.212280288
29	0.212280288
29.01	0.212280288
29.02	0.212280288
29.03	0.212280288
29.04	0.212280288
29.05	0.212280288
29.06	0.212280288
29.07	0.212280288
29.08	0.212280288
29.09	0.212280288
29.1	0.212280288
29.11	0.212280288
29.12	0.212280288
29.13	0.212280288
29.14	0.212280288
29.15	0.212280288
29.16	0.212280288
29.17	0.212280288
29.18	0.212280288
29.19	0.212280288
29.2	0.212280288
29.21	0.212280288
29.22	0.212280288
29.23	0.212280288
29.24	0.212280288
29.25	0.212280288
29.26	0.212280288
29.27	0.212280288
29.28	0.212280288
29.29	0.212280288
29.3	0.212280288
29.31	0.212280288
29.32	0.212280288
29.33	0.212280288
29.34	0.212280288
29.35	0.212280288
29.36	0.212280288
29.37	0.212280288
29.38	0.212280288
29.39	0.212280288
29.4	0.212280288
29.41	0.212280288
29.42	0.212280288
29.43	0.212280288
29.44	0.212280288
29.45	0.212280288
29.46	0.212280288
29.47	0.212280288
29.48	0.212280288
29.49	0.212280288
29.5	0.212280288
29.51	0.212280288
29.52	0.212280288
29.53	0.212280288
29.54	0.212280288
29.55	0.212280288
29.56	0.212280288
29.57	0.212280288
29.58	0.212280288
29.59	0.212280288
29.6	0.212280288
29.61	0.212280288
29.62	0.212280288
29.63	0.212280288
29.64	0.212280288
29.65	0.212280288
29.66	0.212280288
29.67	0.212280288
29.68	0.212280288
29.69	0.212280288
29.7	0.212280288
29.71	0.212280288
29.72	0.212280288
29.73	0.212280288
29.74	0.212280288
29.75	0.212280288
29.76	0.212280288
29.77	0.212280288
29.78	0.212280288
29.79	0.212280288
29.8	0.212280288
29.81	0.212280288
29.82	0.212280288
29.83	0.212280288
29.84	0.212280288
29.85	0.212280288
29.86	0.212280288
29.87	0.212280288
29.88	0.212280288
29.89	0.212280288
29.9	0.212280288
29.91	0.212280288
29.92	0.212280288
29.93	0.212280288
29.94	0.212280288
29.95	0.212280288
29.96	0.212280288
29.97	0.212280288
29.98	0.212280288
29.99	0.212280288
30	0.212280288
