T/s	S(T)/ms-2
13.96	0.304126487
13.97	0.303908787
13.98	0.303691399
13.99	0.303474322
14	0.303257554
14.01	0.303041096
14.02	0.302824947
14.03	0.302609106
14.04	0.302393573
14.05	0.302178346
14.06	0.301963425
14.07	0.30174881
14.08	0.3015345
14.09	0.301320494
14.1	0.301106791
14.11	0.300893392
14.12	0.300680295
14.13	0.300467499
14.14	0.300255004
14.15	0.30004281
14.16	0.299830915
14.17	0.29961932
14.18	0.299408023
14.19	0.299197023
14.2	0.298986321
14.21	0.298775916
14.22	0.298565806
14.23	0.298355992
14.24	0.298146472
14.25	0.297937246
14.26	0.297728314
14.27	0.297519675
14.28	0.297311328
14.29	0.297103272
14.3	0.296895508
14.31	0.296688034
14.32	0.296480849
14.33	0.296273954
14.34	0.296067347
14.35	0.295861029
14.36	0.295654997
14.37	0.295449253
14.38	0.295243794
14.39	0.295038621
14.4	0.294833733
14.41	0.29462913
14.42	0.29442481
14.43	0.294220773
14.44	0.294017019
14.45	0.293813547
14.46	0.293610357
14.47	0.293407447
14.48	0.293204818
14.49	0.293002468
14.5	0.292800397
14.51	0.292598605
14.52	0.292397091
14.53	0.292195854
14.54	0.291994894
14.55	0.29179421
14.56	0.291593802
14.57	0.291393669
14.58	0.291193811
14.59	0.290994226
14.6	0.290794915
14.61	0.290595877
14.62	0.290397111
14.63	0.290198617
14.64	0.290000393
14.65	0.289802441
14.66	0.289604759
14.67	0.289407346
14.68	0.289210202
14.69	0.289013326
14.7	0.288816718
14.71	0.288620378
14.72	0.288424304
14.73	0.288228497
14.74	0.288032955
14.75	0.287837679
14.76	0.287642667
14.77	0.287447919
14.78	0.287253434
14.79	0.287059213
14.8	0.286865254
14.81	0.286671557
14.82	0.286478121
14.83	0.286284947
14.84	0.286092032
14.85	0.285899378
14.86	0.285706983
14.87	0.285514846
14.88	0.285322968
14.89	0.285131347
14.9	0.284939984
14.91	0.284748877
14.92	0.284558027
14.93	0.284367432
14.94	0.284177092
14.95	0.283987007
14.96	0.283797176
14.97	0.283607599
14.98	0.283418275
14.99	0.283229203
15	0.283040384
15.01	0.282851816
15.02	0.282663499
15.03	0.282475433
15.04	0.282287617
15.05	0.28210005
15.06	0.281912733
15.07	0.281725664
15.08	0.281538844
15.09	0.28135227
15.1	0.281165944
15.11	0.280979865
15.12	0.280794032
15.13	0.280608444
15.14	0.280423102
15.15	0.280238004
15.16	0.28005315
15.17	0.279868541
15.18	0.279684174
15.19	0.27950005
15.2	0.279316168
15.21	0.279132529
15.22	0.27894913
15.23	0.278765972
15.24	0.278583055
15.25	0.278400378
15.26	0.27821794
15.27	0.278035741
15.28	0.27785378
15.29	0.277672058
15.3	0.277490573
15.31	0.277309325
15.32	0.277128313
15.33	0.276947538
15.34	0.276766999
15.35	0.276586694
15.36	0.276406625
15.37	0.27622679
15.38	0.276047189
15.39	0.275867821
15.4	0.275688686
15.41	0.275509783
15.42	0.275331113
15.43	0.275152674
15.44	0.274974466
15.45	0.274796489
15.46	0.274618743
15.47	0.274441226
15.48	0.274263938
15.49	0.274086879
15.5	0.273910049
15.51	0.273733447
15.52	0.273557072
15.53	0.273380925
15.54	0.273205004
15.55	0.273029309
15.56	0.272853841
15.57	0.272678597
15.58	0.272503579
15.59	0.272328785
15.6	0.272154215
15.61	0.271979869
15.62	0.271805746
15.63	0.271631846
15.64	0.271458169
15.65	0.271284713
15.66	0.271111479
15.67	0.270938466
15.68	0.270765673
15.69	0.270593101
15.7	0.270420749
15.71	0.270248616
15.72	0.270076702
15.73	0.269905007
15.74	0.26973353
15.75	0.26956227
15.76	0.269391228
15.77	0.269220403
15.78	0.269049795
15.79	0.268879402
15.8	0.268709225
15.81	0.268539264
15.82	0.268369517
15.83	0.268199985
15.84	0.268030667
15.85	0.267861562
15.86	0.267692671
15.87	0.267523992
15.88	0.267355526
15.89	0.267187272
15.9	0.26701923
15.91	0.266851399
15.92	0.266683779
15.93	0.266516369
15.94	0.266349169
15.95	0.266182179
15.96	0.266015398
15.97	0.265848827
15.98	0.265682463
15.99	0.265516308
16	0.26535036
16.01	0.26518462
16.02	0.265019086
16.03	0.264853759
16.04	0.264688638
16.05	0.264523723
16.06	0.264359014
16.07	0.264194509
16.08	0.264030209
16.09	0.263866113
16.1	0.263702221
16.11	0.263538533
16.12	0.263375047
16.13	0.263211764
16.14	0.263048684
16.15	0.262885806
16.16	0.262723129
16.17	0.262560653
16.18	0.262398378
16.19	0.262236304
16.2	0.26207443
16.21	0.261912755
16.22	0.26175128
16.23	0.261590004
16.24	0.261428926
16.25	0.261268047
16.26	0.261107365
16.27	0.260946881
16.28	0.260786595
16.29	0.260626505
16.3	0.260466611
16.31	0.260306914
16.32	0.260147412
16.33	0.259988105
16.34	0.259828994
16.35	0.259670077
16.36	0.259511355
16.37	0.259352826
16.38	0.259194491
16.39	0.259036349
16.4	0.2588784
16.41	0.258720644
16.42	0.258563079
16.43	0.258405707
16.44	0.258248526
16.45	0.258091536
16.46	0.257934736
16.47	0.257778128
16.48	0.257621709
16.49	0.25746548
16.5	0.25730944
16.51	0.257153589
16.52	0.256997927
16.53	0.256842454
16.54	0.256687168
16.55	0.25653207
16.56	0.256377159
16.57	0.256222436
16.58	0.256067899
16.59	0.255913548
16.6	0.255759383
16.61	0.255605404
16.62	0.25545161
16.63	0.255298001
16.64	0.255144577
16.65	0.254991337
16.66	0.254838281
16.67	0.254685409
16.68	0.254532719
16.69	0.254380213
16.7	0.25422789
16.71	0.254075749
16.72	0.253923789
16.73	0.253772012
16.74	0.253620416
16.75	0.253469001
16.76	0.253317766
16.77	0.253166712
16.78	0.253015838
16.79	0.252865144
16.8	0.252714629
16.81	0.252564293
16.82	0.252414136
16.83	0.252264157
16.84	0.252114356
16.85	0.251964734
16.86	0.251815288
16.87	0.25166602
16.88	0.251516929
16.89	0.251368014
16.9	0.251219276
16.91	0.251070713
16.92	0.250922326
16.93	0.250774115
16.94	0.250626078
16.95	0.250478216
16.96	0.250330528
16.97	0.250183015
16.98	0.250035675
16.99	0.249888509
17	0.249741515
17.01	0.249594695
17.02	0.249448047
17.03	0.249301571
17.04	0.249155268
17.05	0.249009135
17.06	0.248863175
17.07	0.248717385
17.08	0.248571766
17.09	0.248426317
17.1	0.248281039
17.11	0.24813593
17.12	0.247990991
17.13	0.247846221
17.14	0.24770162
17.15	0.247557187
17.16	0.247412923
17.17	0.247268827
17.18	0.247124899
17.19	0.246981138
17.2	0.246837544
17.21	0.246694117
17.22	0.246550857
17.23	0.246407763
17.24	0.246264835
17.25	0.246122073
17.26	0.245979476
17.27	0.245837045
17.28	0.245694778
17.29	0.245552676
17.3	0.245410738
17.31	0.245268964
17.32	0.245127353
17.33	0.244985907
17.34	0.244844623
17.35	0.244703502
17.36	0.244562544
17.37	0.244421748
17.38	0.244281114
17.39	0.244140642
17.4	0.244000331
17.41	0.243860182
17.42	0.243720193
17.43	0.243580365
17.44	0.243440697
17.45	0.24330119
17.46	0.243161842
17.47	0.243022654
17.48	0.242883625
17.49	0.242744755
17.5	0.242606043
17.51	0.242467491
17.52	0.242329096
17.53	0.242190859
17.54	0.24205278
17.55	0.241914858
17.56	0.241777093
17.57	0.241639485
17.58	0.241502034
17.59	0.241364739
17.6	0.2412276
17.61	0.241090617
17.62	0.240953789
17.63	0.240817116
17.64	0.240680599
17.65	0.240544236
17.66	0.240408027
17.67	0.240271973
17.68	0.240136072
17.69	0.240000326
17.7	0.239864732
17.71	0.239729292
17.72	0.239594005
17.73	0.23945887
17.74	0.239323887
17.75	0.239189057
17.76	0.239054378
17.77	0.238919851
17.78	0.238785476
17.79	0.238651251
17.8	0.238517178
17.81	0.238383254
17.82	0.238249481
17.83	0.238115859
17.84	0.237982386
17.85	0.237849062
17.86	0.237715888
17.87	0.237582863
17.88	0.237449987
17.89	0.237317259
17.9	0.237184679
17.91	0.237052248
17.92	0.236919964
17.93	0.236787828
17.94	0.236655839
17.95	0.236523998
17.96	0.236392303
17.97	0.236260755
17.98	0.236129353
17.99	0.235998097
18	0.235866987
18.01	0.235736022
18.02	0.235605203
18.03	0.235474529
18.04	0.235344
18.05	0.235213616
18.06	0.235083375
18.07	0.234953279
18.08	0.234823327
18.09	0.234693519
18.1	0.234563854
18.11	0.234434332
18.12	0.234304954
18.13	0.234175718
18.14	0.234046624
18.15	0.233917673
18.16	0.233788863
18.17	0.233660196
18.18	0.23353167
18.19	0.233403285
18.2	0.233275042
18.21	0.233146939
18.22	0.233018977
18.23	0.232891155
18.24	0.232763474
18.25	0.232635932
18.26	0.23250853
18.27	0.232381268
18.28	0.232254144
18.29	0.23212716
18.3	0.232000315
18.31	0.231873608
18.32	0.231747039
18.33	0.231620609
18.34	0.231494316
18.35	0.231368161
18.36	0.231242144
18.37	0.231116263
18.38	0.23099052
18.39	0.230864914
18.4	0.230739443
18.41	0.23061411
18.42	0.230488912
18.43	0.23036385
18.44	0.230238924
18.45	0.230114133
18.46	0.229989478
18.47	0.229864957
18.48	0.229740571
18.49	0.22961632
18.5	0.229492203
18.51	0.22936822
18.52	0.229244371
18.53	0.229120656
18.54	0.228997074
18.55	0.228873626
18.56	0.22875031
18.57	0.228627128
18.58	0.228504078
18.59	0.22838116
18.6	0.228258374
18.61	0.228135721
18.62	0.228013199
18.63	0.227890808
18.64	0.227768549
18.65	0.227646421
18.66	0.227524424
18.67	0.227402558
18.68	0.227280822
18.69	0.227159217
18.7	0.227037741
18.71	0.226916396
18.72	0.226795179
18.73	0.226674093
18.74	0.226553136
18.75	0.226432307
18.76	0.226311608
18.77	0.226191037
18.78	0.226070594
18.79	0.22595028
18.8	0.225830094
18.81	0.225710035
18.82	0.225590104
18.83	0.225470301
18.84	0.225350624
18.85	0.225231075
18.86	0.225111652
18.87	0.224992356
18.88	0.224873186
18.89	0.224754143
18.9	0.224635225
18.91	0.224516434
18.92	0.224397767
18.93	0.224279227
18.94	0.224160811
18.95	0.22404252
18.96	0.223924354
18.97	0.223806313
18.98	0.223688396
18.99	0.223570603
19	0.223452935
19.01	0.22333539
19.02	0.223217968
19.03	0.223100671
19.04	0.222983496
19.05	0.222866444
19.06	0.222749515
19.07	0.222632709
19.08	0.222516025
19.09	0.222399464
19.1	0.222283024
19.11	0.222166706
19.12	0.22205051
19.13	0.221934436
19.14	0.221818483
19.15	0.221702651
19.16	0.221586939
19.17	0.221471349
19.18	0.221355879
19.19	0.221240529
19.2	0.2211253
19.21	0.221010191
19.22	0.220895201
19.23	0.220780331
19.24	0.22066558
19.25	0.220550949
19.26	0.220436436
19.27	0.220322043
19.28	0.220207768
19.29	0.220093611
19.3	0.219979573
19.31	0.219865653
19.32	0.219751851
19.33	0.219638167
19.34	0.2195246
19.35	0.21941115
19.36	0.219297818
19.37	0.219184603
19.38	0.219071505
19.39	0.218958523
19.4	0.218845658
19.41	0.218732909
19.42	0.218620276
19.43	0.218507759
19.44	0.218395358
19.45	0.218283072
19.46	0.218170902
19.47	0.218058847
19.48	0.217946908
19.49	0.217835083
19.5	0.217723372
19.51	0.217611777
19.52	0.217500295
19.53	0.217388928
19.54	0.217277675
19.55	0.217166535
19.56	0.217055509
19.57	0.216944597
19.58	0.216833798
19.59	0.216723112
19.6	0.216612539
19.61	0.216502079
19.62	0.216391731
19.63	0.216281496
19.64	0.216171373
19.65	0.216061362
19.66	0.215951463
19.67	0.215841676
19.68	0.215732
19.69	0.215622436
19.7	0.215512983
19.71	0.215403641
19.72	0.21529441
19.73	0.215185289
19.74	0.21507628
19.75	0.21496738
19.76	0.214858591
19.77	0.214749912
19.78	0.214641343
19.79	0.214532883
19.8	0.214424533
19.81	0.214316293
19.82	0.214208161
19.83	0.214100139
19.84	0.213992226
19.85	0.213884421
19.86	0.213776725
19.87	0.213669137
19.88	0.213561658
19.89	0.213454287
19.9	0.213347023
19.91	0.213239867
19.92	0.213132819
19.93	0.213025879
19.94	0.212919045
19.95	0.212812319
19.96	0.212705699
19.97	0.212599187
19.98	0.212492781
19.99	0.212386481
20	0.212280288
20.01	0.212280288
20.02	0.212280288
20.03	0.212280288
20.04	0.212280288
20.05	0.212280288
20.06	0.212280288
20.07	0.212280288
20.08	0.212280288
20.09	0.212280288
20.1	0.212280288
20.11	0.212280288
20.12	0.212280288
20.13	0.212280288
20.14	0.212280288
20.15	0.212280288
20.16	0.212280288
20.17	0.212280288
20.18	0.212280288
20.19	0.212280288
20.2	0.212280288
20.21	0.212280288
20.22	0.212280288
20.23	0.212280288
20.24	0.212280288
20.25	0.212280288
20.26	0.212280288
20.27	0.212280288
20.28	0.212280288
20.29	0.212280288
20.3	0.212280288
20.31	0.212280288
20.32	0.212280288
20.33	0.212280288
20.34	0.212280288
20.35	0.212280288
20.36	0.212280288
20.37	0.212280288
20.38	0.212280288
20.39	0.212280288
20.4	0.212280288
20.41	0.212280288
20.42	0.212280288
20.43	0.212280288
20.44	0.212280288
20.45	0.212280288
20.46	0.212280288
20.47	0.212280288
20.48	0.212280288
20.49	0.212280288
20.5	0.212280288
20.51	0.212280288
20.52	0.212280288
20.53	0.212280288
20.54	0.212280288
20.55	0.212280288
20.56	0.212280288
20.57	0.212280288
20.58	0.212280288
20.59	0.212280288
20.6	0.212280288
20.61	0.212280288
20.62	0.212280288
20.63	0.212280288
20.64	0.212280288
20.65	0.212280288
20.66	0.212280288
20.67	0.212280288
20.68	0.212280288
20.69	0.212280288
20.7	0.212280288
20.71	0.212280288
20.72	0.212280288
20.73	0.212280288
20.74	0.212280288
20.75	0.212280288
20.76	0.212280288
20.77	0.212280288
20.78	0.212280288
20.79	0.212280288
20.8	0.212280288
20.81	0.212280288
20.82	0.212280288
20.83	0.212280288
20.84	0.212280288
20.85	0.212280288
20.86	0.212280288
20.87	0.212280288
20.88	0.212280288
20.89	0.212280288
20.9	0.212280288
20.91	0.212280288
20.92	0.212280288
20.93	0.212280288
20.94	0.212280288
20.95	0.212280288
20.96	0.212280288
20.97	0.212280288
20.98	0.212280288
20.99	0.212280288
21	0.212280288
21.01	0.212280288
21.02	0.212280288
21.03	0.212280288
21.04	0.212280288
21.05	0.212280288
21.06	0.212280288
21.07	0.212280288
21.08	0.212280288
21.09	0.212280288
21.1	0.212280288
21.11	0.212280288
21.12	0.212280288
21.13	0.212280288
21.14	0.212280288
21.15	0.212280288
21.16	0.212280288
21.17	0.212280288
21.18	0.212280288
21.19	0.212280288
21.2	0.212280288
21.21	0.212280288
21.22	0.212280288
21.23	0.212280288
21.24	0.212280288
21.25	0.212280288
21.26	0.212280288
21.27	0.212280288
21.28	0.212280288
21.29	0.212280288
21.3	0.212280288
21.31	0.212280288
21.32	0.212280288
21.33	0.212280288
21.34	0.212280288
21.35	0.212280288
21.36	0.212280288
21.37	0.212280288
21.38	0.212280288
21.39	0.212280288
21.4	0.212280288
21.41	0.212280288
21.42	0.212280288
21.43	0.212280288
21.44	0.212280288
21.45	0.212280288
21.46	0.212280288
21.47	0.212280288
21.48	0.212280288
21.49	0.212280288
21.5	0.212280288
21.51	0.212280288
21.52	0.212280288
21.53	0.212280288
21.54	0.212280288
21.55	0.212280288
21.56	0.212280288
21.57	0.212280288
21.58	0.212280288
21.59	0.212280288
21.6	0.212280288
21.61	0.212280288
21.62	0.212280288
21.63	0.212280288
21.64	0.212280288
21.65	0.212280288
21.66	0.212280288
21.67	0.212280288
21.68	0.212280288
21.69	0.212280288
21.7	0.212280288
21.71	0.212280288
21.72	0.212280288
21.73	0.212280288
21.74	0.212280288
21.75	0.212280288
21.76	0.212280288
21.77	0.212280288
21.78	0.212280288
21.79	0.212280288
21.8	0.212280288
21.81	0.212280288
21.82	0.212280288
21.83	0.212280288
21.84	0.212280288
21.85	0.212280288
21.86	0.212280288
21.87	0.212280288
21.88	0.212280288
21.89	0.212280288
21.9	0.212280288
21.91	0.212280288
21.92	0.212280288
21.93	0.212280288
21.94	0.212280288
21.95	0.212280288
21.96	0.212280288
21.97	0.212280288
21.98	0.212280288
21.99	0.212280288
22	0.212280288
22.01	0.212280288
22.02	0.212280288
22.03	0.212280288
22.04	0.212280288
22.05	0.212280288
22.06	0.212280288
22.07	0.212280288
22.08	0.212280288
22.09	0.212280288
22.1	0.212280288
22.11	0.212280288
22.12	0.212280288
22.13	0.212280288
22.14	0.212280288
22.15	0.212280288
22.16	0.212280288
22.17	0.212280288
22.18	0.212280288
22.19	0.212280288
22.2	0.212280288
22.21	0.212280288
22.22	0.212280288
22.23	0.212280288
22.24	0.212280288
22.25	0.212280288
22.26	0.212280288
22.27	0.212280288
22.28	0.212280288
22.29	0.212280288
22.3	0.212280288
22.31	0.212280288
22.32	0.212280288
22.33	0.212280288
22.34	0.212280288
22.35	0.212280288
22.36	0.212280288
22.37	0.212280288
22.38	0.212280288
22.39	0.212280288
22.4	0.212280288
22.41	0.212280288
22.42	0.212280288
22.43	0.212280288
22.44	0.212280288
22.45	0.212280288
22.46	0.212280288
22.47	0.212280288
22.48	0.212280288
22.49	0.212280288
22.5	0.212280288
22.51	0.212280288
22.52	0.212280288
22.53	0.212280288
22.54	0.212280288
22.55	0.212280288
22.56	0.212280288
22.57	0.212280288
22.58	0.212280288
22.59	0.212280288
22.6	0.212280288
22.61	0.212280288
22.62	0.212280288
22.63	0.212280288
22.64	0.212280288
22.65	0.212280288
22.66	0.212280288
22.67	0.212280288
22.68	0.212280288
22.69	0.212280288
22.7	0.212280288
22.71	0.212280288
22.72	0.212280288
22.73	0.212280288
22.74	0.212280288
22.75	0.212280288
22.76	0.212280288
22.77	0.212280288
22.78	0.212280288
22.79	0.212280288
22.8	0.212280288
22.81	0.212280288
22.82	0.212280288
22.83	0.212280288
22.84	0.212280288
22.85	0.212280288
22.86	0.212280288
22.87	0.212280288
22.88	0.212280288
22.89	0.212280288
22.9	0.212280288
22.91	0.212280288
22.92	0.212280288
22.93	0.212280288
22.94	0.212280288
22.95	0.212280288
22.96	0.212280288
22.97	0.212280288
22.98	0.212280288
22.99	0.212280288
23	0.212280288
23.01	0.212280288
23.02	0.212280288
23.03	0.212280288
23.04	0.212280288
23.05	0.212280288
23.06	0.212280288
23.07	0.212280288
23.08	0.212280288
23.09	0.212280288
23.1	0.212280288
23.11	0.212280288
23.12	0.212280288
23.13	0.212280288
23.14	0.212280288
23.15	0.212280288
23.16	0.212280288
23.17	0.212280288
23.18	0.212280288
23.19	0.212280288
23.2	0.212280288
23.21	0.212280288
23.22	0.212280288
23.23	0.212280288
23.24	0.212280288
23.25	0.212280288
23.26	0.212280288
23.27	0.212280288
23.28	0.212280288
23.29	0.212280288
23.3	0.212280288
23.31	0.212280288
23.32	0.212280288
23.33	0.212280288
23.34	0.212280288
23.35	0.212280288
23.36	0.212280288
23.37	0.212280288
23.38	0.212280288
23.39	0.212280288
23.4	0.212280288
23.41	0.212280288
23.42	0.212280288
23.43	0.212280288
23.44	0.212280288
23.45	0.212280288
23.46	0.212280288
23.47	0.212280288
23.48	0.212280288
23.49	0.212280288
23.5	0.212280288
23.51	0.212280288
23.52	0.212280288
23.53	0.212280288
23.54	0.212280288
23.55	0.212280288
23.56	0.212280288
23.57	0.212280288
23.58	0.212280288
23.59	0.212280288
23.6	0.212280288
23.61	0.212280288
23.62	0.212280288
23.63	0.212280288
23.64	0.212280288
23.65	0.212280288
23.66	0.212280288
23.67	0.212280288
23.68	0.212280288
23.69	0.212280288
23.7	0.212280288
23.71	0.212280288
23.72	0.212280288
23.73	0.212280288
23.74	0.212280288
23.75	0.212280288
23.76	0.212280288
23.77	0.212280288
23.78	0.212280288
23.79	0.212280288
23.8	0.212280288
23.81	0.212280288
23.82	0.212280288
23.83	0.212280288
23.84	0.212280288
23.85	0.212280288
23.86	0.212280288
23.87	0.212280288
23.88	0.212280288
23.89	0.212280288
23.9	0.212280288
23.91	0.212280288
23.92	0.212280288
23.93	0.212280288
23.94	0.212280288
23.95	0.212280288
23.96	0.212280288
23.97	0.212280288
23.98	0.212280288
23.99	0.212280288
24	0.212280288
24.01	0.212280288
24.02	0.212280288
24.03	0.212280288
24.04	0.212280288
24.05	0.212280288
24.06	0.212280288
24.07	0.212280288
24.08	0.212280288
24.09	0.212280288
24.1	0.212280288
24.11	0.212280288
24.12	0.212280288
24.13	0.212280288
24.14	0.212280288
24.15	0.212280288
24.16	0.212280288
24.17	0.212280288
24.18	0.212280288
24.19	0.212280288
24.2	0.212280288
24.21	0.212280288
24.22	0.212280288
24.23	0.212280288
24.24	0.212280288
24.25	0.212280288
24.26	0.212280288
24.27	0.212280288
24.28	0.212280288
24.29	0.212280288
24.3	0.212280288
24.31	0.212280288
24.32	0.212280288
24.33	0.212280288
24.34	0.212280288
24.35	0.212280288
24.36	0.212280288
24.37	0.212280288
24.38	0.212280288
24.39	0.212280288
24.4	0.212280288
24.41	0.212280288
24.42	0.212280288
24.43	0.212280288
24.44	0.212280288
24.45	0.212280288
24.46	0.212280288
24.47	0.212280288
24.48	0.212280288
24.49	0.212280288
24.5	0.212280288
24.51	0.212280288
24.52	0.212280288
24.53	0.212280288
24.54	0.212280288
24.55	0.212280288
24.56	0.212280288
24.57	0.212280288
24.58	0.212280288
24.59	0.212280288
24.6	0.212280288
24.61	0.212280288
24.62	0.212280288
24.63	0.212280288
24.64	0.212280288
24.65	0.212280288
24.66	0.212280288
24.67	0.212280288
24.68	0.212280288
24.69	0.212280288
24.7	0.212280288
24.71	0.212280288
24.72	0.212280288
24.73	0.212280288
24.74	0.212280288
24.75	0.212280288
24.76	0.212280288
24.77	0.212280288
24.78	0.212280288
24.79	0.212280288
24.8	0.212280288
24.81	0.212280288
24.82	0.212280288
24.83	0.212280288
24.84	0.212280288
24.85	0.212280288
24.86	0.212280288
24.87	0.212280288
24.88	0.212280288
24.89	0.212280288
24.9	0.212280288
24.91	0.212280288
24.92	0.212280288
24.93	0.212280288
24.94	0.212280288
24.95	0.212280288
24.96	0.212280288
24.97	0.212280288
24.98	0.212280288
24.99	0.212280288
25	0.212280288
25.01	0.212280288
25.02	0.212280288
25.03	0.212280288
25.04	0.212280288
25.05	0.212280288
25.06	0.212280288
25.07	0.212280288
25.08	0.212280288
25.09	0.212280288
25.1	0.212280288
25.11	0.212280288
25.12	0.212280288
25.13	0.212280288
25.14	0.212280288
25.15	0.212280288
25.16	0.212280288
25.17	0.212280288
25.18	0.212280288
25.19	0.212280288
25.2	0.212280288
25.21	0.212280288
25.22	0.212280288
25.23	0.212280288
25.24	0.212280288
25.25	0.212280288
25.26	0.212280288
25.27	0.212280288
25.28	0.212280288
25.29	0.212280288
25.3	0.212280288
25.31	0.212280288
25.32	0.212280288
25.33	0.212280288
25.34	0.212280288
25.35	0.212280288
25.36	0.212280288
25.37	0.212280288
25.38	0.212280288
25.39	0.212280288
25.4	0.212280288
25.41	0.212280288
25.42	0.212280288
25.43	0.212280288
25.44	0.212280288
25.45	0.212280288
25.46	0.212280288
25.47	0.212280288
25.48	0.212280288
25.49	0.212280288
25.5	0.212280288
25.51	0.212280288
25.52	0.212280288
25.53	0.212280288
25.54	0.212280288
25.55	0.212280288
25.56	0.212280288
25.57	0.212280288
25.58	0.212280288
25.59	0.212280288
25.6	0.212280288
25.61	0.212280288
25.62	0.212280288
25.63	0.212280288
25.64	0.212280288
25.65	0.212280288
25.66	0.212280288
25.67	0.212280288
25.68	0.212280288
25.69	0.212280288
25.7	0.212280288
25.71	0.212280288
25.72	0.212280288
25.73	0.212280288
25.74	0.212280288
25.75	0.212280288
25.76	0.212280288
25.77	0.212280288
25.78	0.212280288
25.79	0.212280288
25.8	0.212280288
25.81	0.212280288
25.82	0.212280288
25.83	0.212280288
25.84	0.212280288
25.85	0.212280288
25.86	0.212280288
25.87	0.212280288
25.88	0.212280288
25.89	0.212280288
25.9	0.212280288
25.91	0.212280288
25.92	0.212280288
25.93	0.212280288
25.94	0.212280288
25.95	0.212280288
25.96	0.212280288
25.97	0.212280288
25.98	0.212280288
25.99	0.212280288
26	0.212280288
26.01	0.212280288
26.02	0.212280288
26.03	0.212280288
26.04	0.212280288
26.05	0.212280288
26.06	0.212280288
26.07	0.212280288
26.08	0.212280288
26.09	0.212280288
26.1	0.212280288
26.11	0.212280288
26.12	0.212280288
26.13	0.212280288
26.14	0.212280288
26.15	0.212280288
26.16	0.212280288
26.17	0.212280288
26.18	0.212280288
26.19	0.212280288
26.2	0.212280288
26.21	0.212280288
26.22	0.212280288
26.23	0.212280288
26.24	0.212280288
26.25	0.212280288
26.26	0.212280288
26.27	0.212280288
26.28	0.212280288
26.29	0.212280288
26.3	0.212280288
26.31	0.212280288
26.32	0.212280288
26.33	0.212280288
26.34	0.212280288
26.35	0.212280288
26.36	0.212280288
26.37	0.212280288
26.38	0.212280288
26.39	0.212280288
26.4	0.212280288
26.41	0.212280288
26.42	0.212280288
26.43	0.212280288
26.44	0.212280288
26.45	0.212280288
26.46	0.212280288
26.47	0.212280288
26.48	0.212280288
26.49	0.212280288
26.5	0.212280288
26.51	0.212280288
26.52	0.212280288
26.53	0.212280288
26.54	0.212280288
26.55	0.212280288
26.56	0.212280288
26.57	0.212280288
26.58	0.212280288
26.59	0.212280288
26.6	0.212280288
26.61	0.212280288
26.62	0.212280288
26.63	0.212280288
26.64	0.212280288
26.65	0.212280288
26.66	0.212280288
26.67	0.212280288
26.68	0.212280288
26.69	0.212280288
26.7	0.212280288
26.71	0.212280288
26.72	0.212280288
26.73	0.212280288
26.74	0.212280288
26.75	0.212280288
26.76	0.212280288
26.77	0.212280288
26.78	0.212280288
26.79	0.212280288
26.8	0.212280288
26.81	0.212280288
26.82	0.212280288
26.83	0.212280288
26.84	0.212280288
26.85	0.212280288
26.86	0.212280288
26.87	0.212280288
26.88	0.212280288
26.89	0.212280288
26.9	0.212280288
26.91	0.212280288
26.92	0.212280288
26.93	0.212280288
26.94	0.212280288
26.95	0.212280288
26.96	0.212280288
26.97	0.212280288
26.98	0.212280288
26.99	0.212280288
27	0.212280288
27.01	0.212280288
27.02	0.212280288
27.03	0.212280288
27.04	0.212280288
27.05	0.212280288
27.06	0.212280288
27.07	0.212280288
27.08	0.212280288
27.09	0.212280288
27.1	0.212280288
27.11	0.212280288
27.12	0.212280288
27.13	0.212280288
27.14	0.212280288
27.15	0.212280288
27.16	0.212280288
27.17	0.212280288
27.18	0.212280288
27.19	0.212280288
27.2	0.212280288
27.21	0.212280288
27.22	0.212280288
27.23	0.212280288
27.24	0.212280288
27.25	0.212280288
27.26	0.212280288
27.27	0.212280288
27.28	0.212280288
27.29	0.212280288
27.3	0.212280288
27.31	0.212280288
27.32	0.212280288
27.33	0.212280288
27.34	0.212280288
27.35	0.212280288
27.36	0.212280288
27.37	0.212280288
27.38	0.212280288
27.39	0.212280288
27.4	0.212280288
27.41	0.212280288
27.42	0.212280288
27.43	0.212280288
27.44	0.212280288
27.45	0.212280288
27.46	0.212280288
27.47	0.212280288
27.48	0.212280288
27.49	0.212280288
27.5	0.212280288
27.51	0.212280288
27.52	0.212280288
27.53	0.212280288
27.54	0.212280288
27.55	0.212280288
27.56	0.212280288
27.57	0.212280288
27.58	0.212280288
27.59	0.212280288
27.6	0.212280288
27.61	0.212280288
27.62	0.212280288
27.63	0.212280288
27.64	0.212280288
27.65	0.212280288
27.66	0.212280288
27.67	0.212280288
27.68	0.212280288
27.69	0.212280288
27.7	0.212280288
27.71	0.212280288
27.72	0.212280288
27.73	0.212280288
27.74	0.212280288
27.75	0.212280288
27.76	0.212280288
27.77	0.212280288
27.78	0.212280288
27.79	0.212280288
27.8	0.212280288
27.81	0.212280288
27.82	0.212280288
27.83	0.212280288
27.84	0.212280288
27.85	0.212280288
27.86	0.212280288
27.87	0.212280288
27.88	0.212280288
27.89	0.212280288
27.9	0.212280288
27.91	0.212280288
27.92	0.212280288
27.93	0.212280288
27.94	0.212280288
27.95	0.212280288
27.96	0.212280288
